'년월'	'출발지(야간체류지) 시군코드'	'출발지역명'	'도착지 시군코드'	'도착지역명'	'10대남성 유입인구'	'20대남성 유입인구'	'30대남성 유입인구'	'40대남성 유입인구'	'50대남성 유입인구'	'60대남성 유입인구'	'70대남성 유입인구'	'10대여성 유입인구'	'20대여성 유입인구'	'30대여성 유입인구'	'40대여성 유입인구'	'50대여성 유입인구'	'60대여성 유입인구'	'70대여성 유입인구' 
'202010 '	'44790'	'충청남도 청양군'	'41270'	'경기도 안산시'	'5.01'	'1.81'	'5.1'	'7.59'	'9.47'	'5.39'	'3.68'	'2.59'	'0.37'	'0.39'	'4.02'	'1.94'	'5.11'	'4.84'
'202012 '	'11650'	'서울특별시 서초구'	'41270'	'경기도 안산시'	'17.06'	'86.52'	'137.13'	'196.47'	'206.78'	'113.85'	'36.89'	'36.99'	'74.3'	'90.53'	'77.91'	'98.42'	'37.04'	'14.31'
'202011 '	'27140'	'대구광역시 동구'	'41270'	'경기도 안산시'	'0.43'	'6.67'	'15.71'	'15.21'	'18.13'	'5.71'	'1.04'	'1.6'	'2.08'	'6.09'	'3.81'	'3.16'	'2.64'	'1.38'
'202010 '	'44200'	'충청남도 아산시'	'41270'	'경기도 안산시'	'44.13'	'133.66'	'108.83'	'90.99'	'74.63'	'24.13'	'12.86'	'38.26'	'99.26'	'42.38'	'34'	'26.95'	'19.76'	'16.29'
'202011 '	'47720'	'경상북도 군위군'	'41270'	'경기도 안산시'	'0'	'0'	'0.14'	'0.57'	'0.71'	'0.77'	'0.15'	'0'	'0'	'0.09'	'1.08'	'0.23'	'0.4'	'0.41'
'202012 '	'11680'	'서울특별시 강남구'	'41270'	'경기도 안산시'	'27.23'	'89.88'	'140.23'	'175.93'	'211.32'	'91.4'	'27.35'	'31.04'	'74.29'	'95.28'	'83.87'	'72.34'	'38.05'	'12.47'
'202012 '	'11710'	'서울특별시 송파구'	'41270'	'경기도 안산시'	'33.82'	'88.92'	'156.03'	'189.78'	'184.38'	'92.11'	'12.42'	'26.38'	'67.68'	'81.13'	'56.91'	'65.06'	'26.96'	'8.86'
'202011 '	'27170'	'대구광역시 서구'	'41270'	'경기도 안산시'	'1.78'	'2.77'	'3.26'	'6.08'	'5.65'	'4.18'	'0'	'1.02'	'2.19'	'2.32'	'1.08'	'2.06'	'2.5'	'0.62'
'202010 '	'44210'	'충청남도 서산시'	'41270'	'경기도 안산시'	'18.64'	'54.09'	'52.42'	'44.94'	'56.48'	'32.22'	'13.67'	'22.34'	'33.1'	'21.87'	'27.62'	'20.83'	'11.64'	'12.6'
'202010 '	'44230'	'충청남도 논산시'	'41270'	'경기도 안산시'	'1.31'	'17.99'	'11.96'	'11.41'	'15.32'	'9.15'	'3.15'	'11.29'	'7.99'	'3.43'	'5.15'	'6.49'	'6.03'	'4.78'
'202011 '	'47730'	'경상북도 의성군'	'41270'	'경기도 안산시'	'0.38'	'1.94'	'1.05'	'0.7'	'3.46'	'3.03'	'0.93'	'1.28'	'1.11'	'0.51'	'0.37'	'1.1'	'1.2'	'0.82'
'202011 '	'47750'	'경상북도 청송군'	'41270'	'경기도 안산시'	'2.53'	'2.74'	'0.89'	'1.19'	'1.6'	'1.96'	'0'	'0'	'0.12'	'0.27'	'0.63'	'0.12'	'0.48'	'1.27'
'202011 '	'41830'	'경기도 양평군'	'41270'	'경기도 안산시'	'10.77'	'10.46'	'10.37'	'17.09'	'22.22'	'12.13'	'3.05'	'9.45'	'8.6'	'7.15'	'7.73'	'9.72'	'4.59'	'3.43'
'202011 '	'42110'	'강원도 춘천시'	'41270'	'경기도 안산시'	'23.97'	'23.03'	'17.13'	'18.9'	'29.82'	'7.16'	'5.03'	'9.73'	'18.9'	'7.94'	'10.47'	'9.14'	'4.6'	'10.01'
'202011 '	'27200'	'대구광역시 남구'	'41270'	'경기도 안산시'	'0.27'	'5.98'	'6.17'	'4.54'	'2.52'	'1.5'	'0.35'	'0.11'	'3.06'	'1.73'	'1.29'	'2.74'	'1.44'	'2.09'
'202011 '	'31710'	'울산광역시 울주군'	'41270'	'경기도 안산시'	'0.95'	'9.63'	'7.23'	'13.74'	'15.14'	'3.67'	'0.67'	'0.87'	'4.33'	'0.72'	'3.64'	'3.72'	'1.25'	'0'
'202011 '	'36110'	'세종특별자치시'	'41270'	'경기도 안산시'	'11.66'	'22.28'	'41.93'	'41.53'	'35.49'	'18.35'	'5.52'	'13.68'	'24.54'	'25.76'	'15.31'	'9.72'	'9.08'	'4'
'202010 '	'47130'	'경상북도 경주시'	'41270'	'경기도 안산시'	'3.6'	'11.81'	'10.25'	'12.68'	'14.64'	'3.96'	'0.95'	'2.46'	'4.06'	'4.75'	'3.69'	'5.96'	'0.57'	'1.6'
'202010 '	'47150'	'경상북도 김천시'	'41270'	'경기도 안산시'	'7.06'	'9.14'	'10.48'	'9.24'	'19.34'	'3.24'	'1.94'	'2.46'	'4.51'	'4.41'	'1.58'	'2.96'	'1.09'	'4.88'
'202012 '	'11530'	'서울특별시 구로구'	'41270'	'경기도 안산시'	'80.72'	'151.07'	'368.5'	'386.18'	'375.84'	'228.4'	'52.86'	'44.91'	'88.76'	'125.04'	'112.69'	'156.62'	'62.13'	'25.27'
'202011 '	'46730'	'전라남도 구례군'	'41270'	'경기도 안산시'	'0'	'0.04'	'0.67'	'1.75'	'1.79'	'1.04'	'0.21'	'0.05'	'0.09'	'0.53'	'0.3'	'1.16'	'0.48'	'1.22'
'202011 '	'46770'	'전라남도 고흥군'	'41270'	'경기도 안산시'	'0.4'	'2.68'	'2.16'	'4.27'	'5.11'	'4.57'	'3.81'	'0'	'0.73'	'1.25'	'1.24'	'4.28'	'3.02'	'6.83'
'202012 '	'11170'	'서울특별시 용산구'	'41270'	'경기도 안산시'	'4.97'	'32.45'	'73.7'	'64.2'	'70.88'	'39.77'	'16.21'	'8.42'	'42.06'	'35.61'	'33.59'	'30.43'	'15.4'	'6.5'
'202012 '	'11200'	'서울특별시 성동구'	'41270'	'경기도 안산시'	'15.62'	'46.32'	'49.18'	'54.95'	'67.12'	'27.81'	'6.58'	'10.57'	'41.56'	'26.51'	'19.08'	'34.53'	'10.84'	'7.59'
'202011 '	'42230'	'강원도 삼척시'	'41270'	'경기도 안산시'	'0'	'8.68'	'3.93'	'4.44'	'7.1'	'1.17'	'1.08'	'1.89'	'5.08'	'2.44'	'0.91'	'3.29'	'1.45'	'1.37'
'202011 '	'42720'	'강원도 홍천군'	'41270'	'경기도 안산시'	'3.26'	'9.2'	'6.67'	'7.79'	'12.22'	'8.61'	'0.66'	'2.42'	'1.1'	'1.69'	'5.19'	'9.19'	'3.5'	'3.18'
'202011 '	'45730'	'전라북도 무주군'	'41270'	'경기도 안산시'	'0'	'0.13'	'1.53'	'1.79'	'2.53'	'2.16'	'0.59'	'0.1'	'0.73'	'3.52'	'2.14'	'0.97'	'1.53'	'0.59'
'202011 '	'42790'	'강원도 화천군'	'41270'	'경기도 안산시'	'3'	'15.11'	'3.83'	'1.61'	'1.49'	'1.03'	'0.1'	'4.87'	'1.47'	'2.63'	'0.92'	'1.95'	'2.18'	'1.23'
'202011 '	'46130'	'전라남도 여수시'	'41270'	'경기도 안산시'	'4.13'	'11.26'	'8.4'	'20.17'	'24.24'	'8.74'	'3.62'	'3.58'	'3.54'	'2.52'	'5.34'	'5.21'	'4.2'	'3.19'
'202011 '	'46780'	'전라남도 보성군'	'41270'	'경기도 안산시'	'0'	'0.66'	'2.64'	'0.25'	'1.53'	'1.65'	'0.89'	'0'	'0'	'0.35'	'0.78'	'3.06'	'0.99'	'1.52'
'202011 '	'48880'	'경상남도 거창군'	'41270'	'경기도 안산시'	'0.8'	'1.04'	'3.18'	'6.31'	'3.54'	'2.12'	'0.18'	'0.28'	'0.12'	'0.5'	'2.21'	'0.5'	'1.3'	'2.72'
'202012 '	'11215'	'서울특별시 광진구'	'41270'	'경기도 안산시'	'23.24'	'77.78'	'65.66'	'87.56'	'76.93'	'29.66'	'4.8'	'9.69'	'73.15'	'26.6'	'29.8'	'30.57'	'13.72'	'6.91'
'202011 '	'45740'	'전라북도 장수군'	'41270'	'경기도 안산시'	'0.91'	'1.56'	'3.05'	'0.83'	'1.01'	'1.55'	'0.95'	'0.4'	'1.01'	'0'	'0.37'	'1.84'	'1.59'	'2.93'
'202011 '	'46150'	'전라남도 순천시'	'41270'	'경기도 안산시'	'5.61'	'7.29'	'3.94'	'14.86'	'10.73'	'6.99'	'1.65'	'1.4'	'4.1'	'3.09'	'4.13'	'5.2'	'4.44'	'3.15'
'202011 '	'46170'	'전라남도 나주시'	'41270'	'경기도 안산시'	'0.81'	'8.6'	'3.94'	'6.25'	'8.72'	'3.29'	'1.55'	'0.37'	'3.55'	'4.27'	'0.93'	'3.31'	'2'	'3.42'
'202011 '	'48730'	'경상남도 함안군'	'41270'	'경기도 안산시'	'0'	'2.61'	'1.28'	'1.39'	'4.58'	'1.95'	'0'	'0.12'	'1.76'	'0.38'	'2.5'	'1.12'	'0.51'	'0'
'202011 '	'48890'	'경상남도 합천군'	'41270'	'경기도 안산시'	'0.15'	'2.49'	'1.67'	'1.3'	'0.42'	'0.4'	'0.77'	'0'	'0'	'0.42'	'0.19'	'0.17'	'0.57'	'0.4'
'202011 '	'50110'	'제주특별자치도 제주시'	'41270'	'경기도 안산시'	'16.91'	'18.48'	'13.99'	'23'	'24.15'	'11.93'	'1.76'	'1.7'	'20.75'	'16.24'	'12.12'	'14.71'	'7.18'	'1.24'
'202011 '	'43760'	'충청북도 괴산군'	'41270'	'경기도 안산시'	'0.35'	'5.25'	'3.83'	'3.88'	'12.59'	'6.38'	'1.82'	'2.01'	'5.96'	'0.56'	'1.38'	'2.99'	'2.67'	'5.02'
'202011 '	'43770'	'충청북도 음성군'	'41270'	'경기도 안산시'	'18.15'	'29.91'	'20.83'	'35.29'	'42.27'	'17.91'	'7.64'	'10.38'	'10.31'	'9.94'	'13.16'	'11.44'	'5.3'	'4.29'
'202011 '	'45750'	'전라북도 임실군'	'41270'	'경기도 안산시'	'0'	'1.58'	'0.66'	'2.16'	'0.51'	'1.44'	'0.24'	'0.2'	'1.78'	'0.13'	'0.34'	'0.74'	'1.67'	'0.44'
'202011 '	'45770'	'전라북도 순창군'	'41270'	'경기도 안산시'	'1.76'	'0.93'	'0.61'	'1.54'	'1.69'	'1.82'	'0.09'	'0.28'	'0.91'	'0.11'	'0'	'0.63'	'0.8'	'1.96'
'202011 '	'48240'	'경상남도 사천시'	'41270'	'경기도 안산시'	'0.07'	'4.56'	'2.15'	'4.41'	'4.56'	'1.8'	'0.68'	'0.26'	'1.48'	'2.88'	'1.38'	'1.72'	'0.81'	'1.38'
'202011 '	'48740'	'경상남도 창녕군'	'41270'	'경기도 안산시'	'0.38'	'1.37'	'1.93'	'1.74'	'3.91'	'1.83'	'1.22'	'0'	'0.17'	'1.22'	'1.34'	'0.68'	'1.56'	'0'
'202012 '	'26260'	'부산광역시 동래구'	'41270'	'경기도 안산시'	'0.97'	'2.76'	'3.48'	'3.98'	'6.23'	'3.55'	'0.57'	'4.36'	'1.13'	'2.02'	'1.61'	'2.81'	'2.16'	'1.97'
'202011 '	'43800'	'충청북도 단양군'	'41270'	'경기도 안산시'	'0.92'	'1.97'	'1.71'	'3.69'	'4.43'	'5.23'	'1.05'	'0.11'	'0.39'	'0.84'	'0.96'	'4.3'	'4.81'	'0.3'
'202011 '	'46860'	'전라남도 함평군'	'41270'	'경기도 안산시'	'1.69'	'0.27'	'1.2'	'2.82'	'1.57'	'1.63'	'3.11'	'0.29'	'0'	'0.84'	'0.18'	'1.03'	'4.71'	'4.71'
'202011 '	'46870'	'전라남도 영광군'	'41270'	'경기도 안산시'	'0.14'	'2.69'	'3.82'	'6.22'	'2.17'	'3.45'	'1.5'	'0.18'	'0.92'	'0.87'	'1.64'	'1.48'	'1.93'	'4.3'
'202011 '	'48250'	'경상남도 김해시'	'41270'	'경기도 안산시'	'5.37'	'13.62'	'23.49'	'24.68'	'22.95'	'8.68'	'2.78'	'3.74'	'8.32'	'3.07'	'4.46'	'5.89'	'1.12'	'3.29'
'202011 '	'48820'	'경상남도 고성군'	'41270'	'경기도 안산시'	'0.57'	'1.8'	'0.18'	'0.89'	'1.87'	'0.83'	'0'	'0'	'0'	'0.09'	'0'	'1.09'	'0.46'	'0.45'
'202011 '	'48840'	'경상남도 남해군'	'41270'	'경기도 안산시'	'0'	'1.78'	'0.58'	'0.84'	'2.1'	'0.74'	'0.33'	'0.15'	'0'	'0.35'	'2.16'	'2.37'	'1.25'	'1.02'
'202012 '	'26290'	'부산광역시 남구'	'41270'	'경기도 안산시'	'6.54'	'4.7'	'7.16'	'8.17'	'9.95'	'5.24'	'1.08'	'0.52'	'1.49'	'1.21'	'1.33'	'3.81'	'2.43'	'0.49'
'202012 '	'26530'	'부산광역시 사상구'	'41270'	'경기도 안산시'	'1.99'	'5.22'	'7.08'	'4.65'	'5.38'	'3.33'	'0.39'	'0.6'	'1.34'	'0.87'	'0.87'	'1.68'	'0.63'	'0.22'
'202012 '	'26710'	'부산광역시 기장군'	'41270'	'경기도 안산시'	'3.54'	'1.98'	'3.79'	'3.38'	'2.03'	'1.8'	'0.4'	'0.49'	'1.67'	'1.88'	'1.04'	'0.43'	'0.56'	'0.25'
'202011 '	'48270'	'경상남도 밀양시'	'41270'	'경기도 안산시'	'0.09'	'3.29'	'1.79'	'3.09'	'5.09'	'1.95'	'0.1'	'2.9'	'2.87'	'0.16'	'1.05'	'2.41'	'1.82'	'0.12'
'202012 '	'27710'	'대구광역시 달성군'	'41270'	'경기도 안산시'	'2.15'	'3.28'	'8.81'	'9.79'	'7.69'	'2.1'	'0.74'	'1.82'	'4.38'	'0.72'	'1.55'	'1.87'	'1.35'	'2.09'
'202012 '	'27140'	'대구광역시 동구'	'41270'	'경기도 안산시'	'2.55'	'8.72'	'7.75'	'12.78'	'13.43'	'4.33'	'0.99'	'2.17'	'2.6'	'3.89'	'3.27'	'2.21'	'2.41'	'0.28'
'202012 '	'27170'	'대구광역시 서구'	'41270'	'경기도 안산시'	'0.75'	'1.82'	'6.73'	'2.43'	'7.79'	'4.3'	'0'	'2.55'	'1.39'	'0.36'	'1.93'	'1.41'	'0.5'	'0.77'
'202012 '	'26320'	'부산광역시 북구'	'41270'	'경기도 안산시'	'1.05'	'4.72'	'4.83'	'8.93'	'8.59'	'6.09'	'0.61'	'3.66'	'2.73'	'1.89'	'2.48'	'1.7'	'1.08'	'0.76'
'202011 '	'43150'	'충청북도 제천시'	'41270'	'경기도 안산시'	'4.45'	'16.3'	'9.67'	'19.63'	'22.65'	'10.06'	'2.33'	'10.97'	'18.22'	'5.45'	'5.96'	'9.6'	'7.34'	'4.5'
'202012 '	'27110'	'대구광역시 중구'	'41270'	'경기도 안산시'	'0.3'	'1.4'	'1.07'	'0.97'	'1.99'	'1.41'	'0.1'	'0.14'	'2.99'	'0.44'	'1.36'	'0.28'	'0.44'	'0'
'202012 '	'28110'	'인천광역시 중구'	'41270'	'경기도 안산시'	'12.48'	'39.13'	'75.07'	'88.09'	'63.5'	'32.08'	'5.34'	'12.96'	'31.24'	'34.57'	'19.58'	'14.93'	'16.65'	'5.12'
'202012 '	'28140'	'인천광역시 동구'	'41270'	'경기도 안산시'	'12.82'	'19.79'	'47.64'	'67.41'	'54.81'	'17.25'	'4.08'	'20.25'	'13.12'	'13.82'	'11.77'	'14.06'	'10.35'	'6.14'
'202012 '	'27200'	'대구광역시 남구'	'41270'	'경기도 안산시'	'0.45'	'3.51'	'5.18'	'3.51'	'2.56'	'1.56'	'0.12'	'0.68'	'3.91'	'1.3'	'0.41'	'3.06'	'0.53'	'0.85'
'202011 '	'43720'	'충청북도 보은군'	'41270'	'경기도 안산시'	'0.31'	'3'	'4.21'	'2.85'	'6.9'	'3.24'	'1.13'	'0'	'1.47'	'0.22'	'1.34'	'4.74'	'2.17'	'1.91'
'202011 '	'43730'	'충청북도 옥천군'	'41270'	'경기도 안산시'	'0.36'	'9.79'	'3.97'	'4.5'	'7.36'	'6.68'	'1.17'	'0'	'1.74'	'0.94'	'1.47'	'4.93'	'0.58'	'3.39'
'202012 '	'11740'	'서울특별시 강동구'	'41270'	'경기도 안산시'	'18.93'	'72.39'	'92.91'	'113.79'	'116.6'	'42.26'	'11.89'	'24.78'	'44.9'	'41.21'	'27.3'	'43.1'	'21.46'	'7.98'
'202011 '	'42730'	'강원도 횡성군'	'41270'	'경기도 안산시'	'2.52'	'6.78'	'4.5'	'10.06'	'12.41'	'4.45'	'2.35'	'1.34'	'2.19'	'0.81'	'5.5'	'8.73'	'5.11'	'3.26'
'202011 '	'42800'	'강원도 양구군'	'41270'	'경기도 안산시'	'1.99'	'5.86'	'1.57'	'1.4'	'2.86'	'1.21'	'0'	'0.79'	'1.37'	'0.99'	'0.32'	'0.52'	'0.6'	'1.41'
'202011 '	'42810'	'강원도 인제군'	'41270'	'경기도 안산시'	'0.15'	'10.6'	'3.35'	'3.47'	'4.29'	'1.63'	'3.5'	'0.62'	'5.94'	'2.56'	'0.48'	'1.3'	'2.77'	'1.02'
'202011 '	'46790'	'전라남도 화순군'	'41270'	'경기도 안산시'	'0'	'1.49'	'1.06'	'2.58'	'1.61'	'1.62'	'0'	'3.37'	'0.35'	'0.55'	'0.66'	'1.55'	'1.29'	'1.19'
'202011 '	'46800'	'전라남도 장흥군'	'41270'	'경기도 안산시'	'0'	'1.19'	'0.35'	'1.91'	'0.35'	'2.32'	'0.39'	'0'	'0.18'	'0.28'	'0.79'	'1.38'	'3.37'	'3.41'
'202012 '	'26110'	'부산광역시 중구'	'41270'	'경기도 안산시'	'0'	'1.41'	'1.44'	'0.3'	'1.28'	'0.08'	'0'	'0'	'0'	'0'	'0.1'	'0.08'	'0'	'0.12'
'202011 '	'42750'	'강원도 영월군'	'41270'	'경기도 안산시'	'2.58'	'5.55'	'3.24'	'3.82'	'10.74'	'5.3'	'7.42'	'1.61'	'1.12'	'1.93'	'1.71'	'3.67'	'4.99'	'5.78'
'202011 '	'42760'	'강원도 평창군'	'41270'	'경기도 안산시'	'0.46'	'3.22'	'3.38'	'5.05'	'12.24'	'9.83'	'2.61'	'2.81'	'2.16'	'5.08'	'1.09'	'13.29'	'3.05'	'1.5'
'202011 '	'42820'	'강원도 고성군'	'41270'	'경기도 안산시'	'3.75'	'11.08'	'2.82'	'1.97'	'7.34'	'2.6'	'2.03'	'0.11'	'1.44'	'0.32'	'4.69'	'2.5'	'1.49'	'1.03'
'202011 '	'46230'	'전라남도 광양시'	'41270'	'경기도 안산시'	'2.42'	'6.29'	'5.73'	'8.2'	'8.8'	'6.37'	'1.63'	'2.34'	'1.38'	'1.27'	'3.38'	'3.84'	'1.45'	'3.16'
'202011 '	'46810'	'전라남도 강진군'	'41270'	'경기도 안산시'	'0.18'	'0'	'0.73'	'0.82'	'2.99'	'0.32'	'0.35'	'0.17'	'0.08'	'0'	'0.73'	'1.94'	'0.33'	'2.19'
'202011 '	'50130'	'제주특별자치도 서귀포시'	'41270'	'경기도 안산시'	'1.5'	'6.34'	'6.69'	'4.84'	'8.86'	'2.73'	'2.85'	'0.29'	'5.67'	'6.98'	'7.98'	'5.41'	'4.18'	'5.21'
'202011 '	'42150'	'강원도 강릉시'	'41270'	'경기도 안산시'	'8.21'	'20.76'	'10.38'	'14.75'	'23.15'	'7.92'	'3.06'	'3.66'	'10.05'	'11.51'	'6.59'	'10.01'	'7.24'	'7.71'
'202011 '	'42170'	'강원도 동해시'	'41270'	'경기도 안산시'	'0.27'	'4.85'	'8.45'	'13.08'	'10.68'	'4.24'	'0.91'	'1.55'	'6.44'	'5.61'	'4.15'	'6.51'	'4.34'	'6.42'
'202011 '	'45790'	'전라북도 고창군'	'41270'	'경기도 안산시'	'0.49'	'6.24'	'4.1'	'4.06'	'4.98'	'2.68'	'1.41'	'1.57'	'2.43'	'0.94'	'3.08'	'3.83'	'7.11'	'3.73'
'202011 '	'46710'	'전라남도 담양군'	'41270'	'경기도 안산시'	'1.61'	'3.84'	'0.68'	'2.71'	'5.58'	'0.86'	'0.99'	'0.11'	'0.11'	'0.78'	'0.18'	'0.54'	'0.38'	'0.13'
'202012 '	'11110'	'서울특별시 종로구'	'41270'	'경기도 안산시'	'6.69'	'23.56'	'15.5'	'35.34'	'36.4'	'9.44'	'4.27'	'8.53'	'35.45'	'17.18'	'11.69'	'13.74'	'7.52'	'4.49'
'202011 '	'42190'	'강원도 태백시'	'41270'	'경기도 안산시'	'2.43'	'0.9'	'3.36'	'5.27'	'6.65'	'4.19'	'1.18'	'0.28'	'0.33'	'2.58'	'1.1'	'6.58'	'7.41'	'2.21'
'202011 '	'45210'	'전라북도 김제시'	'41270'	'경기도 안산시'	'1.49'	'4.86'	'4.47'	'5.78'	'9.78'	'2.13'	'2.56'	'2'	'2.84'	'4.09'	'1.8'	'9.16'	'3.06'	'5.13'
'202011 '	'45800'	'전라북도 부안군'	'41270'	'경기도 안산시'	'0'	'7.64'	'3.21'	'1.93'	'5.75'	'2.53'	'0.8'	'0'	'9.33'	'0.54'	'2.15'	'3.3'	'5.8'	'2.26'
'202011 '	'46110'	'전라남도 목포시'	'41270'	'경기도 안산시'	'4.4'	'9.87'	'10.11'	'10.87'	'12.9'	'5.24'	'1.29'	'5.02'	'4.16'	'4.54'	'5.9'	'7.6'	'3.7'	'3.25'
'202011 '	'48310'	'경상남도 거제시'	'41270'	'경기도 안산시'	'3.8'	'9.22'	'10.18'	'10.37'	'5.3'	'2.42'	'0'	'1.8'	'3.18'	'4.74'	'2.86'	'2.7'	'1.55'	'0.08'
'202011 '	'46720'	'전라남도 곡성군'	'41270'	'경기도 안산시'	'0.78'	'1.41'	'3.09'	'0.79'	'0.91'	'0.95'	'0.49'	'0.11'	'4.31'	'0'	'0.24'	'1.74'	'2.21'	'0.64'
'202011 '	'48850'	'경상남도 하동군'	'41270'	'경기도 안산시'	'1.22'	'0.34'	'2.41'	'1.68'	'2.21'	'1.31'	'0.57'	'0.34'	'0'	'0.4'	'1.05'	'1.03'	'0.58'	'0.31'
'202012 '	'11140'	'서울특별시 중구'	'41270'	'경기도 안산시'	'2.12'	'29.11'	'33.02'	'29.22'	'33.66'	'17.14'	'1.62'	'6.35'	'20.62'	'15.5'	'12.72'	'11.75'	'8.59'	'4.68'
'202012 '	'27230'	'대구광역시 북구'	'41270'	'경기도 안산시'	'4.56'	'17.5'	'11.96'	'14.6'	'16.13'	'4.87'	'0.67'	'3.02'	'13.41'	'2.63'	'3.62'	'1.83'	'0.79'	'0.64'
'202011 '	'45710'	'전라북도 완주군'	'41270'	'경기도 안산시'	'2.6'	'14.17'	'7.52'	'10.34'	'12.06'	'4.84'	'1.58'	'5.88'	'8.57'	'1.85'	'1.87'	'4.5'	'4.58'	'2.48'
'202011 '	'48330'	'경상남도 양산시'	'41270'	'경기도 안산시'	'2.49'	'3.84'	'12.35'	'15.24'	'22.6'	'8.6'	'1.23'	'1.8'	'1.98'	'6.02'	'2.71'	'3.6'	'0.9'	'0.75'
'202011 '	'48860'	'경상남도 산청군'	'41270'	'경기도 안산시'	'0'	'0.22'	'0.25'	'0'	'3.7'	'0.72'	'0.54'	'0'	'0.1'	'0.46'	'0.79'	'0.57'	'0.68'	'1.01'
'202011 '	'48870'	'경상남도 함양군'	'41270'	'경기도 안산시'	'0.46'	'0.11'	'1.39'	'3.57'	'1.99'	'1.83'	'1.37'	'0'	'1.64'	'0.07'	'1.32'	'1.39'	'1.34'	'2.77'
'202012 '	'27260'	'대구광역시 수성구'	'41270'	'경기도 안산시'	'8.81'	'10.97'	'9.87'	'11.47'	'10.16'	'2.86'	'0.61'	'5.42'	'4.48'	'2.54'	'4.26'	'5.56'	'1.32'	'0.6'
'202011 '	'45720'	'전라북도 진안군'	'41270'	'경기도 안산시'	'0'	'0.2'	'1.28'	'1.49'	'0.96'	'1.9'	'0.34'	'0'	'0'	'0'	'0.26'	'0.83'	'0.55'	'0.86'
'202011 '	'48120'	'경상남도 창원시'	'41270'	'경기도 안산시'	'6.1'	'35.69'	'33.61'	'38.66'	'43.92'	'13.91'	'2.63'	'6.74'	'10.39'	'11.96'	'9.72'	'14.19'	'5.8'	'4.17'
'202011 '	'48720'	'경상남도 의령군'	'41270'	'경기도 안산시'	'0'	'0'	'0.41'	'3.9'	'0.97'	'0.05'	'0'	'0'	'0'	'0.09'	'0'	'0'	'0.38'	'1.87'
'202012 '	'26140'	'부산광역시 서구'	'41270'	'경기도 안산시'	'0'	'3.06'	'2.25'	'1.32'	'7.61'	'1.21'	'0.32'	'0.47'	'0'	'1.06'	'1.89'	'2.38'	'0.2'	'0.08'
'202012 '	'26440'	'부산광역시 강서구'	'41270'	'경기도 안산시'	'0.34'	'1.78'	'3.36'	'3.61'	'5.23'	'2.2'	'0'	'0.64'	'0.52'	'1.31'	'1.84'	'1.69'	'0.91'	'0.15'
'202012 '	'27290'	'대구광역시 달서구'	'41270'	'경기도 안산시'	'5.1'	'12.96'	'13.46'	'21.36'	'18.95'	'8'	'0.4'	'4.5'	'6.77'	'4.95'	'7.4'	'4.98'	'2.66'	'3.38'
'202011 '	'43740'	'충청북도 영동군'	'41270'	'경기도 안산시'	'0.25'	'9.48'	'5.12'	'3.35'	'6'	'3.13'	'2.8'	'1'	'3.33'	'0.46'	'0.37'	'3.88'	'2.34'	'1.23'
'202011 '	'48170'	'경상남도 진주시'	'41270'	'경기도 안산시'	'6.88'	'13.45'	'9.92'	'11.34'	'8.25'	'4.35'	'0.83'	'2.51'	'5.46'	'1.85'	'4.77'	'2.84'	'2.16'	'1.79'
'202011 '	'48220'	'경상남도 통영시'	'41270'	'경기도 안산시'	'0.69'	'0.45'	'3.48'	'3.02'	'3.92'	'0.46'	'0.21'	'0.19'	'2.1'	'1.87'	'0.56'	'2.63'	'1.36'	'0.43'
'202012 '	'26170'	'부산광역시 동구'	'41270'	'경기도 안산시'	'0.07'	'3.58'	'1.28'	'3.05'	'1.52'	'3.3'	'0.09'	'0.33'	'0.25'	'0.28'	'0.38'	'3.48'	'0.52'	'0.09'
'202012 '	'26200'	'부산광역시 영도구'	'41270'	'경기도 안산시'	'0'	'4.56'	'1.58'	'3.2'	'7.95'	'2.13'	'0.57'	'0.51'	'1.84'	'2.15'	'0.21'	'1.46'	'0.77'	'0.66'
'202012 '	'26470'	'부산광역시 연제구'	'41270'	'경기도 안산시'	'0.55'	'4.45'	'2.63'	'3.6'	'3.04'	'3.06'	'0.63'	'0.45'	'1.09'	'1.92'	'1.21'	'1.64'	'0.72'	'0.07'
'202012 '	'26500'	'부산광역시 수영구'	'41270'	'경기도 안산시'	'0.98'	'2.45'	'3.93'	'2.05'	'3.7'	'1.89'	'0.42'	'0.84'	'2.51'	'1.27'	'1.84'	'3.24'	'0.52'	'0.33'
'202011 '	'43745'	'충청북도 증평군'	'41270'	'경기도 안산시'	'0.82'	'6.05'	'7.83'	'4.44'	'6.7'	'2.22'	'0.59'	'2.59'	'3.17'	'1.41'	'2.82'	'1.93'	'0.76'	'0.31'
'202012 '	'26350'	'부산광역시 해운대구'	'41270'	'경기도 안산시'	'4.96'	'5.37'	'6.33'	'7.49'	'16.11'	'7.12'	'1.48'	'3.24'	'5.69'	'4.47'	'5.33'	'3.64'	'1.66'	'3'
'202012 '	'26230'	'부산광역시 부산진구'	'41270'	'경기도 안산시'	'4.12'	'4.51'	'7.52'	'9.72'	'9.61'	'2.4'	'0.32'	'6.94'	'5.87'	'2.74'	'2.4'	'5.06'	'0.84'	'0.94'
'202011 '	'42770'	'강원도 정선군'	'41270'	'경기도 안산시'	'4.41'	'1.94'	'2.57'	'4.51'	'7.11'	'4.31'	'4'	'0.41'	'2.18'	'2.88'	'2.91'	'3.59'	'3.96'	'2.82'
